season_pk,season,pay_side,position,overall,Sprint_speed,Acceleration,Finishing,Shot_power,Long_shots,Positioning,Volleys,Penalties,Short_pass,Eyesight,Crossing,Long_pass,FK_Acc,Curve,Dribbling,Ball_control,Agility,Balance,Reflexes,Interpersonal_defense,Stand_tackle,Interception,Heading,Slide_tackle,Strength,Stamina,Aggression,Jumping,Composure,GK_Diving,GK_Handling,GK_Kicking,GK_Reflexes,GK_Positioning,ST,LW,CF,RW,CAM,LM,CM,RM,CDM,LWB,CB,RWB,LB,SW,RB,GK
221,19UCL,19,GK,102,83,71,31,65,46,48,33,57,77,81,46,79,22,41,65,77,94,87,104,31,34,53,48,48,86,59,66,87,83,101,100,100,106,105,60,66,66,66,71,68,70,68,63,60,56,60,58,56,58,102
221,19UCL,17,GK,102,81,71,31,34,25,21,20,56,64,85,31,83,20,33,73,63,71,78,101,26,19,39,34,20,89,59,38,95,92,104,101,102,105,103,50,59,58,59,64,62,64,62,54,49,44,49,46,43,46,102
221,19UCL,13,GK,86,55,49,28,39,28,28,28,30,35,28,28,34,28,28,28,26,67,48,78,28,28,28,28,28,73,41,26,66,59,85,89,72,90,88,37,36,35,36,35,36,34,36,35,36,36,36,36,36,36,86
221,19UCL,13,GK,86,55,45,17,40,20,16,15,30,43,47,17,45,23,22,16,26,73,58,86,23,21,18,16,19,73,41,26,76,69,85,92,78,86,85,32,33,33,33,36,34,37,34,35,32,32,32,32,32,32,86
221,19UCL,12,GK,84,45,56,18,42,16,15,20,25,40,53,16,38,16,23,33,35,58,62,82,16,14,31,16,14,72,37,41,74,73,83,86,78,79,95,34,36,37,36,39,37,38,37,36,32,32,32,31,31,31,84
221,19UCL,16,ST,92,94,94,94,92,87,98,94,84,82,86,84,80,87,89,96,91,96,94,92,32,36,33,94,28,90,89,71,104,94,12,16,20,16,19,92,91,92,91,90,90,82,90,64,67,58,67,63,58,63,24
221,19UCL,5,GK,66,44,43,17,27,16,11,18,19,32,35,15,30,17,15,14,27,53,45,68,17,18,15,18,17,59,31,31,69,33,68,64,57,68,66,27,27,27,27,29,28,29,28,28,26,27,26,26,28,26,66
221,19UCL,17,CDM,93,77,80,76,94,82,78,76,70,93,82,76,96,78,77,86,91,81,93,90,99,96,96,88,91,87,97,98,93,93,15,14,8,10,16,84,83,84,83,85,85,89,85,93,90,93,90,90,93,90,21
221,19UCL,15,CM,90,67,84,72,92,78,82,78,100,97,87,97,87,84,92,90,94,76,81,95,85,90,92,75,83,78,100,100,64,99,15,12,13,9,11,82,86,86,86,87,88,90,88,91,90,86,90,88,86,88,20
221,19UCL,18,CAM,99,100,109,94,91,97,99,79,86,99,99,95,90,93,94,103,102,108,110,100,57,37,50,51,41,62,83,71,83,99,16,19,20,14,17,91,100,98,100,99,98,91,98,73,77,59,77,72,59,72,25
221,19UCL,17,CB,89,76,74,66,65,49,78,57,68,86,78,66,88,52,56,65,87,74,73,90,88,90,90,94,87,96,73,92,80,90,9,10,13,7,14,76,74,76,74,77,76,81,76,87,81,89,81,83,89,83,18
221,19UCL,16,ST,90,92,92,93,89,86,94,90,92,87,86,77,72,82,94,91,90,96,101,95,43,32,26,90,26,83,87,76,92,97,16,18,9,17,14,90,89,90,89,89,88,80,88,63,65,57,65,62,57,62,24
221,19UCL,18,CB,94,85,83,85,84,66,73,70,87,86,75,69,87,77,75,76,85,87,97,99,94,94,91,101,95,96,86,102,97,90,13,10,11,13,9,85,80,82,80,81,81,83,81,90,87,94,87,89,94,89,20
221,19UCL,15,CM,86,80,78,78,86,83,91,63,76,86,83,73,84,70,74,85,85,78,74,90,85,86,87,67,75,83,100,94,84,80,7,11,16,17,8,82,83,84,83,84,84,86,84,86,84,83,84,83,82,83,19
221,19UCL,6,GK,77,40,36,22,25,23,14,16,23,28,47,17,20,19,21,20,23,41,45,79,13,18,22,21,23,73,31,26,75,41,78,76,77,76,80,29,29,30,29,31,29,30,29,29,28,30,28,28,30,28,77
221,19UCL,20,RW,98,97,104,96,89,102,96,94,83,98,94,87,96,102,102,106,100,104,106,98,35,39,47,74,28,78,81,50,71,98,9,14,18,11,17,94,98,98,98,98,97,91,97,70,72,57,72,67,55,67,22
221,19UCL,19,RW,98,88,97,101,93,100,99,95,83,97,101,92,97,100,99,102,102,97,101,100,45,48,52,79,38,78,81,56,77,102,22,26,30,24,29,95,98,98,98,99,97,93,97,74,75,62,75,71,62,71,33
221,19UCL,14,ST,85,69,66,87,85,74,93,87,76,77,73,50,55,45,65,78,90,41,40,82,40,28,27,100,17,95,45,77,70,90,5,5,6,5,7,85,76,82,76,78,74,70,74,55,52,55,52,50,55,50,13
221,19UCL,17,CB,99,84,89,54,88,83,78,70,76,101,89,74,99,74,77,85,94,85,84,92,104,103,102,101,97,95,87,99,109,102,19,22,15,20,19,82,83,84,83,87,86,92,86,98,92,99,92,94,99,94,27
221,19UCL,19,CF,97,90,92,100,97,90,99,94,90,99,93,80,87,78,87,97,101,85,78,98,49,41,54,95,28,91,82,74,87,98,16,14,8,10,8,97,95,97,95,96,94,90,94,73,72,65,72,69,64,69,21
221,19UCL,17,ST,91,82,81,96,95,93,97,93,85,84,77,73,70,69,81,93,95,80,90,91,36,23,21,85,19,91,73,63,84,96,7,14,9,12,7,91,88,90,88,87,85,78,85,58,60,52,60,56,52,56,18
221,19UCL,14,CAM,85,72,80,71,72,78,81,82,80,91,89,93,92,77,88,90,90,90,90,83,59,53,50,62,29,48,73,56,64,94,7,16,8,13,7,76,84,82,84,85,85,83,85,69,70,57,70,65,56,65,18
221,19UCL,15,CM,86,68,84,79,90,84,83,86,86,90,86,90,93,85,91,83,90,85,80,85,82,77,87,74,80,77,82,76,40,89,17,14,15,12,8,82,84,84,84,85,85,86,85,84,83,79,83,82,78,82,20
221,19UCL,15,RM,86,86,81,84,87,86,86,80,79,86,85,82,78,86,88,92,93,80,78,90,53,56,47,72,48,74,73,91,66,83,12,17,13,15,10,84,87,87,87,87,86,82,86,71,71,65,71,68,65,68,21
221,19UCL,13,CB,84,47,42,53,82,66,44,51,71,74,65,64,74,76,57,62,72,53,35,85,88,85,85,86,85,92,68,82,81,79,17,9,16,17,16,65,61,63,61,64,63,70,63,79,73,84,73,75,84,75,22
221,19UCL,14,CDM,89,81,86,74,86,77,80,74,58,90,82,79,85,54,62,84,86,88,94,87,87,92,94,77,92,82,103,92,91,90,11,14,8,17,13,81,82,82,82,83,84,86,84,89,89,88,89,88,88,88,21
221,19UCL,15,RB,88,89,89,84,86,84,80,72,65,85,86,93,90,91,86,89,91,83,81,89,91,86,93,77,84,83,94,79,67,76,13,11,12,15,15,84,87,86,87,86,88,87,88,88,89,85,89,88,84,88,21
221,19UCL,14,CB,85,68,76,67,83,78,69,54,68,82,68,74,76,72,68,74,83,76,78,84,87,87,84,85,88,87,85,91,91,89,9,13,12,10,15,76,75,75,75,75,75,78,75,83,81,85,81,82,86,82,19
221,19UCL,15,RW,87,92,96,85,98,97,88,88,79,84,79,87,84,89,93,88,87,86,70,83,56,57,61,85,54,83,79,71,89,89,18,18,14,9,8,88,87,87,87,86,86,81,86,72,74,68,74,73,68,73,20
